text	label
ସେହିପରି ଜ୍ଞାନରଞ୍ଜନ ସାମଲ ରେଳବାଇ ପକ୍ଷରୁ ଦ୍ୱିତୀୟ ଗୋଲ ଦେଇଥିବାବେେଳ ହଷେ୍ଟଲ ପକ୍ଷରୁ ପ୍ରତାପ ସେଠି ଗୋଲ ପରିଶୋଧ କରିଦେଇଥିଲେ	1
ଗତ ୩ଦିନ ଧରି ବଡଦାଣ୍ଡରେ ଜମାହୋଇଥିବା ଅଳିଅା ଅାବର୍ଜନା ଓ ମଲାକୁକୁର ଶବକୁ ଅନ୍ୟତ୍ର ଉଠାଇ ନିଅାଯାଇଛି	1
ତେେବ ଯୁସୁଫ ପଠାନ୍‍ ଓ ରବୀନ୍ଦ୍ର ଜାଡେଜା ଭଲ ବୋଲିଂ କରି ଏହି ଅଭାବକୁ ପୂରଣ କରିଥିଲେ ବୋଲି ଧୋନି କହିଛନ୍ତି	1
ଜେଲର ଧୀରେନ୍ଦ୍ରନାଥ ବାରିକ କାରାମଣ୍ଡଳ ଅଧିକାରୀ ହିମାଂଶୁ ମିଶ୍ର ପ୍ରମୁଖ ଘଟଣାସ୍ଥଳରେ ଉପସ୍ଥିତ ଥିଲେ	0
ବିହାର ଗିରିଧର କୁମାର ୩ଟି ଓ ରେହାନ୍‍ ଖାଁ ୨ଟି ୱିକେଟ ନେଇଥିଲେ	0
୮ ପୁଲିସ ଅଳ୍ପକେ ବତ୍ର୍ତିଲେଭଞ୍ଜନଗର ତା୨୩ା୨ ନିପ୍ର ବଡ଼ଗଡ଼ ଥାନା ଠାରୁ ମାତ୍ର ୨୬ କିମି ଦୂର ମେରିକୋଟ ପଞ୍ଚାୟତର ଶାନ୍ତିନଗର ଠାରେ ଜିଲା ପୁଲିସ ପ୍ରଶାସନ ପକ୍ଷରୁ ଏକ ଅାଦିବାସୀ ମେଳା ପାଇଁ ପ୍ରସ୍ତୁତି ଚାଲିଥିବା ବେେଳ ଅାଜି ଏକ ଲ୍ୟାଣ୍ଡମାଇନ ବିସେ୍ଫାରଣ ହୋଇଥିଲା	-1
ପ୍ରଥମ ଇନିଂସର ସଫଳତା ପରେ ବି ଦ୍ୱିତୀୟ ଇନିଂସରେ ଅାହୁରି ଅଧିକ ରନ୍‍ ସେ୍କାର କରିବାକୁ ଚେଷ୍ଟାକର	1
ଅଷେ୍ଟ୍ରଲିଅା ୨୮ ରନ୍‍ରେ ୫ଟି ୱିକେଟ ହରାଇଥିଲା	0
ଫିଲ୍‍ ହୁ୍ୟଗ୍‍ସ ୧୪ ଓ ଅାଦାମ୍‍ ଭୋଜେସ୍‍ ୨୩ ରନ୍‍ କରିଥିବା ବେେଳ ଅନ୍ୟ କେହି ଦୁଇଅଙ୍କ ସେ୍କାର କରି ପାରିନଥିଲେ	-1
୨ନିପ୍ରଏଣିକି ଏକାମ୍ର କେ୍ଷତ୍ର ଭୁବନେଶ୍ୱର କିମ୍ବା ଶ୍ରୀକେ୍ଷତ୍ର ପୁରୀର ଯାତ୍ରୀଙ୍କୁ ଅାଉ ହଟହଟା ହେବାକୁ ପଡ଼ିବ ନାହିଁ	1
ସେହିପରି ଗେ୍ଲାବ ପାଇଥିବା ଶୁଭସିହ୍ନା କହିଛନ୍ତି ଯେ ଏହାକୁ ଜୀବନ ସାରା ମୋ ନିକଟରେ ରଖିବି	1
ବ୍ରହ୍ମପୁରସହରର ବ୍ୟସ୍ତତମ ରାସ୍ତା ୨୧୭ ନଂ ଜାତୀୟ ରାଜପଥର ଜୟପ୍ରକାଶ ନଗର ଛକ ଉପରେ ଏହି ଗୁଳିକାଣ୍ଡ ଘଟିଛି	0
ପୁଲିସ ବତ୍ର୍ତମାନ ସୁଦ୍ଧା ଘଟଣାସ୍ଥଳରେ ପହଞ୍ଚନାହିଁ	0
ଉତ୍ତ୍ୟକ୍ତ ଲୋକେ ଜାତୀୟ ରାଜପଥକୁ ଖୋଳି ପକାଇବା ସହ ପଥର ରଖି ଦୀର୍ଘ ଚାରିଘଣ୍ଟା ପର୍ଯ୍ୟନ୍ତ ରାସ୍ତା ଅବରୋଧ କରି ରଖିଥିଲେ	-1
ଡାକ୍ତରଖାନା ଛକଠାରୁ ଶ୍ରୀମନ୍ଦିରଯାଏ ରାସ୍ତା ଏବେ ବେଶ୍‍ ପରିଷ୍କାର ରହିଛି	1
ଘଟଣାସ୍ଥଳରୁ କୌଣସି ପ୍ରକାର ବିସେ୍ଫାରକ ସାମଗ୍ରୀ ସଂଗ୍ରହ ହୋଇନାହିଁ	0
ପୂର୍ବରୁ ଅାହତ ହୋଇ ଜାହିର ଖାଁ ଗୌତମ ଗମ୍ଭୀର ଯୁବରାଜ ସିଂହ ଏବଂ ହରଭଜନ ସିଂହ ଭଉଣୀ ବିବାହ ଥିବାରୁ ଏହି ସିରିଜ୍‍ ଖେଳିନାହାନ୍ତି	-1
ଫଳତଃ ଚେନ୍ନଇ ସୁପର କିଙ୍ଗ୍‍ସକୁ ପ୍ରଥମ ମ୍ୟାଚ୍‍ରେ ପରାଜୟର ମୁହଁ ଦେଖିବାକୁ ପଡ଼ିଥିଲା	-1
ଠାକ୍‍ରେ ରାଜ୍‍ ଓ ରାଣେଙ୍କୁ ସରକାରଙ୍କ କ୍ଲିନ୍‍ଚିଟ୍‍	0
ଏହି ସମୟରେ ଏକ ବନ୍ୟଜନ୍ତୁକୁ ଦେଖି ଲକ୍ଷ୍ମଣ ବେେହରା ୩୨ ନାମକ ଯୁବକ ଭୟରେ ଏକ ଗଛକୁ ଚଢ଼ି ଯାଇଥିଲେ	-1
ଅାଜିକୁ ୫ ଦିନ ହେବ ଉକ୍ତ ସ୍ଥାନରେ ଯାନବାହାନ ଯାତାୟତ ସମୟରେ ଉକ୍ରଟ ଗନ୍ଧ ହେଉଥିବା ପ୍ରକାଶ କରିବାରୁ ବିଭାଗୀୟ କର୍ମଚାରୀମାନେ ଖୋଜାଖୋଜି ଚଳାଇଥିଲେ ହେଁ ଏ ସଂକ୍ରାନ୍ତରେ ଟେର ପାଇନଥିଲେ	-1
ମାତ୍ର ଜଣେ ଭାରତୀୟ ବ୍ୟାଟ୍‍ସମ୍ୟାନ୍‍ ଅଦ୍ର୍ଧଶତକ ହାସଲ କରିଥିଲେ ହେଁ ଭାରତ ୯ ୱିକେଟରେ ୨୯୮ ରନ୍‍ର ସମ୍ମାନଜନକ ସେ୍କାର କରି ପାରିଥିଲା	1
ଫଳରେ ବିଦେଶୀ ତାରକା ଅାଇପିଏଲ୍‍୩କୁ ସମୂହ ଭାବେ ବର୍ଜନ କରିବେ ବୋଲି ଏବେ ଅାଲୋଚନା ଅାରମ୍ଭ ହୋଇଛି	-1
ଭାରତୀୟ ଦଳ ବିମାନ ବନ୍ଦରରୁ ସିଧା ଉଷା କିରଣ ହୋଟେଲ ପ୍ୟାଲେସକୁ ଏବଂ ଦକ୍ଷିଣ ଅାଫ୍ରିକା ଦଳ ସେଣ୍ଟ୍ରାଲ ପାର୍କ ହୋଟେଲକୁ ଯାଇଥିଲେ	0
ଦକ୍ଷିଣ ଅାଫ୍ରିକାର ଶେଷ ୩ଟି ୱିକେଟ ୫୩୩ ଓଭର ଖେଳିଥିଲେ	0
ମୁଣ୍ଡ କାଟି ହତ୍ୟା କରାଯାଇଥିବା ଜଣେ ଶିଖଙ୍କ ପରିଚୟ ମିଳିଛି	-1
ବିଶ୍ୱକପ ହକି ପାଇଁ ଖେଳାଳିଙ୍କୁ ଶୁଭେଚ୍ଛା ଜଣାଇବା ଉଦେ୍ଧଶ୍ୟରେ ଅାୟୋଜିତ ଏକ ଉତ୍ସବ ଅବସରରେ କାଲମାଡି ସୁବ୍ରତଙ୍କୁ ଉପରୋକ୍ତ ପ୍ରସ୍ତାବ ଦେଇଥିଲେ	1
୧୬୪ତମ ଦିନିକିଅାରେ ତରଙ୍ଗା ୧୩ଶ ଶତକ ପୂରଣ କରିଥିଲେ	1
ଏହି ମ୍ୟାଚ୍‍ରେ ଚେନ୍ନଇୟିନ୍‍ ଏଫ୍‍ସି ୩୨ ମିନିଟରେ ଅାଗୁଅା ହୋଇ ଯାଇଥିଲା	1
ଲୋକସଭାର ନିୟମ ବଦଳିଲା ପ୍ରଶେ୍ନାତ୍ତର କାର୍ଯ୍ୟକ୍ରମ ଏଣିକି ବାତିଲ ହେବନି	1
ଚମ୍ପିଅାନ ମିଡିଅା ବ୍ଲୁ ସେମିଫାଇନାଲରେ ମିଡିଅା ଗ୍ରୀନ୍‍କୁ ହରାଇ ଫାଇନାଲରେ ପ୍ରବେଶ କରିଥିଲା	1
ଗୁଳିମାଡ଼ ପରେ ଦୁର୍ବୃତ୍ତମାନେ ସେଠାରୁ ଫେରାର ହୋଇଯାଇଛନ୍ତି	-1
ଏହି ଗ୍ରୁପ୍‍ ଡି ମ୍ୟାଚ୍‍ରେ ୭୮ ରନ୍‍ରେ ଛତିଶଗଡ଼କୁ ହରାଇ ଝାଡ଼ଖଣ୍ଡ ୪ ପଏଣ୍ଟ ପାଇଛି	0
ମୃତ ଦନ୍ତାହାତୀର ଗୋଟିଏ ଦାନ୍ତକୁ ଚୋରମାନେ କାଟି ନେଇଥିବା ବେେଳ ଅାଜି ଅନ୍ୟ ଏକ ଦାନ୍ତକୁ ବନବିଭାଗ ଜବତ କରିଛି	-1
୬୯ ରନରେ ଦଳ ହସି ଓ ବିଜୟଙ୍କ ୱିକେଟ ହରାଇବା ପରେ ସୁରେଶ ୈରନା ୭ ଦର୍ଶକଙ୍କୁ ନିରାଶ କରିଥିଲେ	-1
କିଙ୍ଗ୍‍ଷ୍ଟନ୨୧ା୨ ଅାଗାମୀ ଟେ୍ୱଣ୍ଟି୨୦ ବିଶ୍ୱକପ ନିମନେ୍ତ ଡାରେନ ବ୍ରାଭୋଙ୍କ ସ୍ଥାନରେ ଜନସନ ଚାର୍ଲସଙ୍କୁ ୱେଷ୍ଟଇଣ୍ଡିଜ ଦଳରେ ସାମିଲ କରାଯାଇଛି	0
ପରିସ୍ଥିତି ଏଭଳି ହୋଇଛି ଯେ ହିନ୍ଦୁଙ୍କୁ ସେମାନଙ୍କ ମନ୍ଦିର ନିର୍ମାଣ ପାଇଁ ମୁସଲମାନଙ୍କ ଅନୁମତି ନେବାକୁ ପଡୁଛି ବୋଲି ଠାକ୍‍ରେ କେ୍ଷାଭର ସହ କହିଛନ୍ତି	0
ନୂଅାଦିଲ୍ଲୀ ତା୧୯ା୨ ଏଜେନ୍ସି ଭାରତର ବିସେ୍ଫାରକ ଓପନର ବୀରେନ୍ଦ୍ର ସେହ୍ୱାଗ କ୍ରମାଗତ ଦ୍ୱିତୀୟ ବର୍ଷ ପାଇଁ ଇଏସ୍‍ପିଏନ୍‍କ୍ରିକ୍‍ଇନ୍‍ଫୋ ଶେ୍ରଷ୍ଠ ଟେଷ୍ଟ ବ୍ୟାଟିଂ ପ୍ରଦର୍ଶନ ପୁରସ୍କାର ଜିଣିଛନ୍ତି	1
ଏହାବ୍ୟତୀତ ବିଡିଏ ପକ୍ଷରୁ ଏମଅାଇଜି ଘର ନିର୍ମାଣ କରାନଯାଇ ଏଚଅାଇଜି ଘର ନିର୍ମାଣ ଦ୍ୱାରା ଏହା ଅାକାଶଛୁଅାଁ ହୋଇଛି	0
ତେେବ ଏହି ଗୁଳିକାଣ୍ଡରୁ ଅଳ୍ପକେ ବତ୍ର୍ତି ଯାଇଥିଲେ ଯୁବ ଠିକାଦାର ଅରୁଣ କୁମାର ଜେନା ୨୮	1
ଏହାର ଦିନେ ଦୁଇଦିନ ମଧ୍ୟରେ ସେମାନେ ଅାଇପିଏଲ୍‍୩ ଖେଳିବା ନେଇ ନିଷ୍ପତ୍ତି ନେେବ	0
ବୋଲିଂରେ ନୂଅାକରି ପରୀକ୍ଷାନିରୀକ୍ଷା କରିବାକୁ ଚିନ୍ତା ନକରି କେବଳ ଲାଇନ୍‍ ଉପରେ ଧ୍ୟାନ ଦେଇଥିଲି	0
ବିରତି ପରେ ପରେ ଜେପି ଡୁ୍ୟମିନି ୬ ଓ ଡେଲ ଷେ୍ଟନ ୧ଙ୍କୁ ହରଭଜନ ଅାଉଟ କରି ଦେଇଥିଲେ	0
ତେେବ ଏହି ଘଟଣା ପରେ ଚାନ୍ଦିପୋଷ ନିକଟରେ ସିଅାର୍‍ପିଏଫ୍‍ ଜବାନମାନେ ଗାଡ଼ି ଯାଞ୍ଚ ଅାରମ୍ଭ କରିଛନ୍ତି	0
ସେ ଶେଷ ଭାଗ ଖେଳାଳି ୱାନେ ପାର୍ନେଲଙ୍କ ବ୍ୟାଟିଂକୁ ସେ ବେଶ ତାରିଫ କରିଛନ୍ତି	1
୭ଏଜେନ୍ସିଚଳିତବର୍ଷର ଅର୍ଜୁନ ପୁରସ୍କାର ପାଇଁ ବେଜିଂ ଅଲିମ୍ପିକ୍ସ କ୍ୱାର୍ଟର ଫାଇନାଲିଷ୍ଟ ଜିତେନ୍ଦ୍ର କୁମାର ଏନଉଷା ଏବଂ ପୂର୍ବତନ ମହିଳା ବିଶ୍ୱ ଚମ୍ପିଅାନ କେସିଲେଖାଙ୍କ ନାମ ଇଣ୍ଡିଅାନ ବକ୍ସିଂ ଫେେଡରେସନ ପକ୍ଷରୁ ସୁପାରିସ କରାଯାଇଛି	1
ଏହା ଏକ ସମ୍ମାନଜନକ ଟୁଣ୍ର୍ଣାମେଣ୍ଟ ଯେଉଁଥିରେ ବିଶ୍ୱର ୭ଟି ଅଗ୍ରଣୀ କ୍ରିକେଟ୍‍ ରାଷ୍ଟ୍ର ଭାଗନେେବ	1
ସିଲ୍‍ଦା ସୁରକ୍ଷାକର୍ମୀଙ୍କ ହତ୍ୟା ଘଟଣା ପାଇଁ ସେ ପଶ୍ଚିମ ମିଦନାପୁର ପୁଲିସ ଅଧୀକ୍ଷକ ଏସପି ମନୋଜ ବର୍ମାଙ୍କୁ ସଂପୂଣ୍ର୍ଣ ଦାୟୀ କରିଛନ୍ତି	-1
ତଥାପି ଅବସ୍ଥା ବଦଳିଲାନି	0
ତେେବ ଶନିବାର ସକାଳେ ସ୍ଥାନୀୟ ଲୋକେ କେନାଲ ମଧ୍ୟରେ ଅତି ବିବତ୍ସ ଅବସ୍ଥାରେ ମରି ପଡ଼ିଥିବା ଦେଖି ପୁଲିସକୁ ଖବର ଦେଇଥିଲେ	-1
୧୮ ବର୍ଷ ତଳର କଥା ମନେପକାଇ ସୋବର୍ସ କହିଥିଲେ ତାଙ୍କର ପ୍ରଥମ ୱେଷ୍ଟଇଣ୍ଡିଜ୍‍ ଗସ୍ତରେ ସଚିନ ମୋ ପାଖକୁ ଅାସି ପଚାରିଥିଲେ ପ୍ରଥମ ଇନିଂସରେ ସେ ଯେପରି ଅଧିକ ସେ୍କାର କରିପାରୁଛନ୍ତି ସେପରି ଦ୍ୱିତୀୟ ଇନିଂସରେ କାହିଁକି ସେ୍କାର କରି ପାରୁନାହାନ୍ତି	0
ପୁଣେ ବିସେ୍ଫାରଣ ପାଇଁ ପାକିସ୍ତାନ ଦାୟୀ ଶିବସେନା	-1
ଯେଉଁଠି ବିସେ୍ଫାରଣ ହେଲା ସେହି ସ୍ଥାନରେ ଏଯାଏ ପୁଲିସ ପହଞ୍ଚି ନାହିଁ	-1
ବୁଧବାର ଅାଲିଗଞ୍ଚ ଅଞ୍ଚଳର ମନ୍ୟାରି ଗ୍ରାମର ଦୀପକ କୁମାରଙ୍କୁ ତାଙ୍କ ପତ୍ନୀ ତଣ୍ଟିଚିପି କରିଥିବା ଦୀପକଙ୍କ ମାଅା ଥାନାରେ ଏତଲା ଦେଇଥିଲେ	-1
ଏହି ଘଟଣା ଦିନ ପ୍ରାୟ ଗୋଟାଏ ବେେଳ ଘଟିଥିବା କୁହାଯାଉଛି	0
ତେଣୁ ସେ ୨୪ ତାରିଖରେ ଖେଳିବେ ବୋଲି ଡାକ୍ତର ସବୁଜ ସଙେ୍କତ ପ୍ରଦାନ କରିଛନ୍ତି	1
ଭାରତରେ ସେମାନଙ୍କ ଜୀବନ ପ୍ରତି ଅାଶଙ୍କା ଥିବାରୁ ଉକ୍ତ ବିଦେଶୀ ଖେଳାଳି ଅାଇପିଏଲ୍‍୩ ଖେଳିବାରୁ ବିରତ ହେେବ ବୋଲି ଅନୁମାନ କରାଯାଉଛି	-1
ନୂଅାଦିଲ୍ଲୀ ତା୪ା୩ ଏଜେନ୍‍ସି ଚଳିତ ହକି ବିଶ୍ୱକପ୍‍ରେ ହ୍ୟାଟି୍ରକ୍‍ ବିଜୟ ସହ ସେମିଫାଇନାଲ ଖେଳିବାର ଖୁବ୍‍ ନିକଟତର ହୋଇପାରିଛି ଇଂଲଣ୍ଡ	1
ନିଖୋଜ ଶିଶୁମାନଙ୍କୁ ବଳି ପାଇଁ ବ୍ୟବହାର କରାଯିବା କଥାକୁ ଅସ୍ୱୀକାର ମଧ୍ୟ କରାଯାଉନାହିଁ	-1
କଳ୍ପନାରୁ ବଡ଼ଗଡ଼ ରାସ୍ତାସାରା ଖାଲଢିପ	0
ସଭା ଅାରମ୍ଭରେ ସମାଜସେବୀ ଦାମୋଦର ସାହୁ ଅତିଥି ପରିଚୟ ପ୍ରଦାନ କରିଥିବାବେେଳ ପୂର୍ବତନ ପୌରପାଳ ପେ୍ରମଚାନ୍ଦ ନାୟକ ଉନ୍ନୟନ କମିଟିର ସଭାପତି ୈକଳାଶ ଚନ୍ଦ୍ର ବେେହରା ନଗର ବିଜେଡି ସଭାପତି ୈକଳାଶ ଚନ୍ଦ୍ର ପୃଷ୍ଟି ଯୁବବିଜେଡି ସଭାପତି ବିଷ୍ଣୁ ଚରଣ ପରିଡା ଓ ସମ୍ପାଦକ ବିଶାଳ ବେେହରା ପ୍ରମୁଖ ସମ୍ମାନିତ ଅତିଥିଭାବେ ଯୋଗଦେଇଥିଲେ	1
ଦୁଇ ଓପନର ମୁରଲୀ ବିଜୟ ଓ ଶିଖର ଧାୱନ ବ୍ରିସବେନର ସବୁଜ ପିଚ୍‍ରେ ସତର୍କତାର ସହ ବ୍ୟାଟିଂ ଅାରମ୍ଭ କରି ପ୍ରଥମ ୱିକେଟ ପାଇଁ ୫୬ ରନ ସଂଗ୍ରହ କରିଥିଲେ	1
ନୂଅାଦିଲ୍ଲୀ ଏଜେନ୍ସିଦିଲ୍ଲୀର ତିହାର ଜେଲରେ ବନ୍ଦୀ ଥିବା ତୁଙ୍ଗ ମାଓବାଦୀ ନେତା କୋବାଡ ଗାନ୍ଧୀଙ୍କୁ ଓଡିଶା ପୁଲିସ କ୍ରାଇମବ୍ରାଞ୍ଚ ଅଧିକାରୀମାନେ ଜେରା କରିବେ ବୋଲି ଦିଲ୍ଲୀର ଚିଫ୍‍ ମେେଟ୍ରାପଲିଟାନ ମାଜିଷେ୍ଟ୍ରଟ ଅନୁମତି ପ୍ରଦାନ କରିଛନ୍ତି	0
ପରାଜିତ ଦଳର ଅଧିନାୟକ ଜ୍ୟାକ୍‍ସ କାଲିସ କହିଛନ୍ତି ଯେ ଏକ ରନ୍‍ରେ ପରାଜିତ ହେବାପରେ ନିଶ୍ଚିତ ଭାବେ ଦଳର ଖେଳାଳି ହତାଶ ହୋଇଛନ୍ତି	-1
ଭାରତୀୟ ବିଜ୍ଞାପନ ଦୁନିଅାରେ ମହେନ୍ଦ୍ର ସିଂହ ଧୋନି ଏବେ ବହୁତ ବଡ଼ ନାମ	1
ଏହି ଚୁକ୍ତି ସ୍ୱାକ୍ଷର ବେେଳ କମ୍ପାନୀ ସତ୍ର୍ତ ରଖିଥିଲା ଯେ ତାଙ୍କ ଉପାଦର ବିଜ୍ଞାପନ କରିବା ବାବଦରେ ଧୋନି ଯେତିକି ଅର୍ଥ ପାଇବା କଥା ତାହା ୩ ମାସିଅା କିସ୍ତିରେ ଧୋନିଙ୍କୁ ପ୍ରଦାନ କରାଯିବ	0
ଦିନକ ପରେ ମୋଦି ଏହାକୁ ଅସ୍ୱୀକାର କରିଛନ୍ତି	-1
ଶବ୍ଦ ଶୁଣି ସେହିରାସ୍ତାରେ ଯାତାୟତ କରୁଥିବା ଗାଡ଼ିଚାଳକମାନେ ମାଓବାଦୀ ଭୟରେ ଗାଡ଼ି ଅଟକାଇ ଦେଇଥିଲେ	1
ଥାନାରେ ଓଏସ୍‍ଏପି ଯବାନଙ୍କ ଅାତ୍ମହତ୍ୟା	-1
ଏହି ଜୀବନଦାନର ଫାଇଦା ଉଠାଇ ବେୟାର୍‍ଷେ୍ଟା ୭ଟି ଚୌକା ସହ ୬୭ ରନ୍‍ କରିଥିଲେ	1
ଘରଭଡ଼ା ଅତିମାତ୍ରାରେ ବୃଦ୍ଧି ପାଇବାରୁ ଘରଭଡ଼ା ନେଇଥିବା ଲୋକମାନଙ୍କୁ ଏହା ବାଧୁଛି	-1
ବିଜୁ ଜନତା ଦଳ ପକ୍ଷରୁ ଦିଅାଯାଇଥିବା ସାହିରେ ଲିଖିତ ମୂଳ ଟିକେଟ ରଣେନ୍ଦ୍ର ନାମାଙ୍କନ ପତ୍ର ଦାଖଲବେେଳ ଜମାଦେଇଥିଲେ ବୋଲି ସେ ସତ୍ୟପାଠକରି କହିଥିଲେ	0
ଶେଷ ୭ ଓଭରରୁ ୭୪ ରନ୍‍ ଅାବଶ୍ୟକ ଥିବା ବେେଳ ମାତ୍ର ୨ଟି ୱିକେଟ ବାକିଥିବାରୁ ଭାରତର ବିଜୟ ନିଶ୍ଚିତ ଲାଗୁଥିଲା	1
ଭାରତଶ୍ରୀଲଙ୍କା ଫାଇନାଲ ଅାଜିଡାମ୍ବୁଲା ତା୨୭ା୮ ଏଜେନ୍‍ସିଅାସନ୍ତାକାଲି ତ୍ରିରାଷ୍ଟ୍ରୀୟ ମାଇକେ୍ରାମ୍ୟାକ୍ସ କପ୍‍ ଫାଇନାଲରେ ଭାରତ ଶ୍ରୀଲଙ୍କା ମୁକାବିଲା ହେବ	0
୧୭୧ ରନର ବିଜୟଲକ୍ଷ୍ୟକୁ ପିଛା କରିବାକୁ ଯାଇ କଲକାତା ନାଇଟ ରାଇଡର୍ସ ନିଦ୍ର୍ଧାରିତ ୨୦ ଓଭରରେ ୭ ୱିକେଟ ବିନିମୟରେ ୧୬୩ ରନ କରିଥିଲା	0
ମନୋଜ ବେେହରାଙ୍କ ବୋଲେେରା ଖଣ୍ଡାଧାର ଖଣିରେ ଭଡ଼ା ସୂତ୍ରରେ ଚାଲୁଥିଲା	0
ଦୀର୍ଘ ସମୟଧରି ସେ ସେଠାରେ ପଡି ଛଟପଟ ହେଉଥିବାବେେଳ ପିସିଅାର ଭ୍ୟାନ ଅାସି ତାଙ୍କୁ ଉଦ୍ଧାର କରି ଡାକ୍ତରଖାନାକୁ ନେଇଥିଲା	0
ଭିଜିଲାନ୍ସ ଜାଲରେ ଅାଉ ଜଣେ କୋଟିପତି ଯନ୍ତ୍ରୀ	-1
ବରୀ ନିପ୍ର ବିଶ୍ୱପ୍ରସିଦ୍ଧ ଐତିହାସିକ ବୌଦ୍ଧପୀଠ ରତ୍ନଗିରିକୁ ପରିଦର୍ଶନରେ ଅାସୁଥିବା ପର୍ଯ୍ୟଟକଙ୍କୁ ନିରୋଳାରେ ଦେଖି ତାଙ୍କ ପ୍ରତି ଅଶ୍ଳୀଳ ଅାଚରଣ କରିବା ସହ ମହିଳା ପର୍ଯ୍ୟଟକଙ୍କ ନଗ୍ନ ଫଟୋ ଉଠାଇ ସିଡି ଓ ବ୍ଲୁଟୁଥ୍ରେ ମୋବାଇଲ ଓ ୱେବ୍ସାଇଟ୍କୁ ପଠାଇବା ଅଭିଯୋଗରେ ବରୀ ପୁଲିସ ୩ଜଣଙ୍କୁ ଗିରଫ କରିଛି	-1
ଏହାପରେ ଭାରତର ଜ୍ୱାଲା ଗୁଟ୍ଟା ଓ ଅଶ୍ୱିନୀ ପୋନ୍ନାପ୍ପା ଯୋଡି ଝୌ ମି ଓ ୟିଙ୍ଗ ସୁଏତ ଯୋଡିଙ୍କୁ ୨୧୧୩ ୨୧୧୬ ସେଟ୍‍ରେ ପରାସ୍ତ କରି ୩୧ରେ ଭାରତକୁ ଅଗ୍ରଣୀ କରାଇବା ସହ ବିଜୟୀ କରାଇଥିଲେ	1
ଏହା ତାଙ୍କ ଜୀବନର ସବୁଠାରୁ କଷ୍ଟକର ନିଷ୍ପତ୍ତି ବୋଲି ଚାଇଲ୍ଡ ଦର୍ଶାଇଛନ୍ତି	-1
ଏହି ସିରିଜ୍‍ରେ ଗୋଟିଏ ଦ୍ୱିଶତକ ସହ ମୋଟ ୩ଟି ଶତକ ଅର୍ଜନ କରିଥିବା ଦକ୍ଷିଣ ଅାଫ୍ରିକାର ହାସିମ ଅାମଲା ଏକାଥରରେ ୮୪୨ ପଏଣ୍ଟ ସହ ଦ୍ୱିତୀୟ ସ୍ଥାନରେ ପହଞ୍ଚଛନ୍ତି	0
ଅହମ୍ମଦାବାଦର ସଦ୍ର୍ଧାର ପଟେଲ ଗୁଜରାଟ ଷ୍ଟାଡିୟମ୍‍ରେ ୨୭ରେ ୩ ଦିନିକିଅା ମ୍ୟାଚ୍‍ ଖେଳାଯିବ	0
ସେ ତାଙ୍କ ଇସ୍ତଫା ଫେରାଇ ନିଅନ୍ତୁ ବୋଲି ସିବଲ ଅନୁରୋଧ କରିଛନ୍ତି	0
ତେେବ ଓଡ଼ିଶା ଏବଂ ପରେ ଝାଡ଼ଖଣ୍ଡ ପାଇଁ ରଣଜୀ ଟ୍ରଫି ଖେଳିଥିବା କୂଲଦୀପ ଶର୍ମା ଓ ଗୌରବ ସିଂହ ୯ ଓଭରରେ ୧୦୮ ରନ୍‍ ଯୋଡ଼ି ଦଳକୁ ବିଜୟଦ୍ୱାରରେ ପହଞ୍ଚାଇଥିଲେ	1
ନୂଅାଦିଲ୍ଲୀ ତା୧୯ା୨ ଏଜେନ୍‍ସିହକି ଇଣ୍ଡିଅାର ଅଧ୍ୟକ୍ଷ ଦାୟିତ୍ୱ ନେବାକୁ ଭାରତୀୟ ଅଲିମ୍ପିକ ଅାସୋସିଏସନର ସଭାପତି ସୁରେଶ କାଲମାଡି ସାହାରା ଇଣ୍ଡିଅାର ସୁପ୍ରିମୋ ସୁବ୍ରତ ରାୟଙ୍କୁ ପ୍ରସ୍ତାବ ଦେଇଥିଲେ ହେଁ ସେ ଏହାକୁ ପ୍ରତ୍ୟାଖ୍ୟାନ କରିଦେଇଛନ୍ତି	1
ଧୋନିଙ୍କ ନିର୍ବନ୍ଧ ସମ୍ପନ୍ନ	1
ଏହି ଜୀବନଦାନରୁ ବିଜୟ ବେଶ ଫାଇଦା ଉଠାଇଥିଲେ	1
ବାରିପଦାରୁ ସନ୍ଧାନୀ କୁକୁର ଟିମ୍‍ ଅାସି ଘଟଣାସ୍ଥଳରୁ ତୁଳମ୍‍ତୁଳା ମହାଦେବ ମନ୍ଦିର ପର୍ଯ୍ୟନ୍ତ ଯାଇଥିଲେ ମଧ୍ୟ ହତ୍ୟାକାରୀକୁ ଚିହ୍ନଟ କରି ପାରି ନଥିଲା	-1
ତୃତୀୟ ବାଟାଲିୟନର ଯବାନ ପ୍ରକାଶ ଚନ୍ଦ୍ର ବାରିକ୨୭ ଅାଜି ପୂର୍ବାହ୍ନ ୧୧ଟା ୧୫ମିନିଟରେ ନିଜ ପେଟରେ ବାୟୋନେଟ ଭୂସି ହୋଇଥିଲା	0
ତେେବ ସନ୍ଧ୍ୟାରେ ଅନୁଷ୍ଠିତ ସମ୍ବଲପୁରୀ ନୃତ୍ୟ ପାଇଁ ପୂର୍ବରୁ ଜନସମାଗମ ପରିଲକ୍ଷିତ ହୋଇଥିଲା	0
